"","region","year","est","lwr","upr","log_est","se","type"
"224","NYCTRI",1987,2684.98154284785,41.4242122080988,174031.695502568,7.89542913274722,2.12838787846419,"index"
"225","NYCTRI",1988,4123.51908736269,56.5021929775104,300933.623419047,8.32446222518538,2.18890898397388,"index"
"226","NYCTRI",1989,11045.14536621,300.708678394656,405692.435655623,9.30974627703606,1.83860742097412,"index"
"227","NYCTRI",1990,4636.07809231048,90.4100595447319,237730.405070323,8.44162404907844,2.00884737718563,"index"
"228","NYCTRI",1991,2208.1732911711,64.0392365240433,76141.2775745806,7.69992088763758,1.8063724381505,"index"
"229","NYCTRI",1992,1934.97391902667,60.4280369481158,61960.0479580064,7.56784912683386,1.7686018564906,"index"
"230","NYCTRI",1993,1229.66540943021,39.1842732519219,38588.8749148867,7.1144973865075,1.75830879544049,"index"
"231","NYCTRI",1994,1434.62282141435,55.1345060132138,37329.4836309879,7.26865725142469,1.66272518961881,"index"
"232","NYCTRI",1995,2619.17004488939,177.70420313979,38603.7674001972,7.87061276981101,1.37272541900917,"index"
"233","NYCTRI",1996,722.591703842566,35.1338390776912,14861.4209027229,6.58284433766585,1.54272201896566,"index"
"234","NYCTRI",1997,519.51144779791,22.6778932686168,11901.1118535678,6.25288884648111,1.59773255326511,"index"
"235","NYCTRI",1998,415.592066824497,14.8001687421873,11669.9187026925,6.02970417055515,1.70159534290299,"index"
"236","NYCTRI",1999,554.351385013325,17.4711430294413,17589.3161396675,6.31779875466085,1.76393455787706,"index"
"237","NYCTRI",2000,749.906936932016,21.7980027953905,25798.712814996,6.61994911474064,1.80520192816867,"index"
"238","NYCTRI",2001,1146.85543493493,40.3071426927356,32631.3725253673,7.04477907164014,1.70832240121234,"index"
"239","NYCTRI",2002,2391.62664906583,93.2433530511367,61343.5471951009,7.77972901972182,1.65539584925223,"index"
"240","NYCTRI",2003,1987.2118894691,50.6169859441718,78017.5077592119,7.59448787474718,1.87258576848301,"index"
"241","NYCTRI",2004,2368.45228763198,55.7715870289553,100581.076093043,7.76999197761033,1.9126511816058,"index"
"242","NYCTRI",2005,4482.02907123937,135.353676828431,148415.507181962,8.40783114056013,1.7857164657812,"index"
"243","NYCTRI",2006,11565.620693555,676.632696477427,197690.094971122,9.35579224322579,1.44832440073357,"index"
"244","NYCTRI",2007,48379.9347747595,12794.9993880263,182932.254846403,10.7868404359771,0.678599579228715,"index"
"245","NYCTRI",2008,14043.0491915982,3688.29670860168,53468.3747480858,9.54988283288864,0.682136411461267,"index"
"246","NYCTRI",2009,4089.05943486282,619.510786162698,26989.6948290574,8.31607025556417,0.962844296351497,"index"
"247","NYCTRI",2010,7474.53014182,1601.51808609581,34884.7767165543,8.91925653900168,0.786008972075716,"index"
"248","NYCTRI",2011,7667.70173884271,1859.44626548383,31618.9023835831,8.94477220654449,0.722838889931072,"index"
"249","NYCTRI",2012,6454.48370724159,1419.64628329567,29345.5915161723,8.77253031669563,0.772650571819552,"index"
"250","NYCTRI",2013,15273.882988618,4772.79775467983,48879.4023005159,9.63389965459785,0.593486268346567,"index"
"251","NYCTRI",2014,33410.2955539199,7480.69567382011,149217.117989008,10.4166193815828,0.763553984778329,"index"
"252","NYCTRI",2015,29862.0277733717,10185.8843878476,87546.7135481652,10.3043429781435,0.548777849670072,"index"
"253","NYCTRI",2016,47246.667224732,11637.0500891248,191822.459020837,10.7631373955079,0.714905042216433,"index"
"254","NYCTRI",2017,35783.9408749386,10890.1044746921,117582.932975242,10.4852544928348,0.606972726387825,"index"
"255","NYCTRI",2018,42239.0919783332,15529.5676216584,114886.707384295,10.651101421424,0.510519762123998,"index"
"256","NYCTRI",2019,708307.842323565,382324.818226503,1312234.97816414,13.4706340837171,0.314601825751363,"index"
"257","NYCTRI",2020,129834.961198912,56872.3891189892,296402.479492363,11.7740193936636,0.421157812375819,"index"
"258","NYCTRI",2021,583161.452781065,328787.724560259,1034336.91286548,13.2762193614377,0.292378716421901,"index"
"259","NYCTRI",2022,1323595.41831949,710702.524185785,2465032.51610569,14.0958623934941,0.317277851991616,"index"
"260","NYCTRI",2023,201643.121661399,52752.8579752948,770762.951504837,12.2142546894366,0.684135765001901,"index"
